From: horizons@ssd.jpl.nasa.gov (Horizons Ephemeris System)
Subject: [Horizons] MAJOR BODY #C(500@10)_T(599) (1/1)
Date: February 4, 2021 at 12:05:44 PM PST

Automated mail xmit by PORT_LOGIN, PID= 21456 Thu Feb  4 12:05:44 2021
++++++++++++++++++++++++++++++++ (part 1 of 1)  +++++++++++++++++++++++++++++++
*******************************************************************************
Ephemeris / PORT_LOGIN Thu Feb  4 12:05:15 2021 Pasadena, USA    / Horizons
*******************************************************************************
Target body name: Jupiter (599)                   {source: jup357_merged}
Center body name: Sun (10)                        {source: jup357_merged}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2042-Jan-01 00:00:00.0000 TDB
Step-size       : 20160 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
           JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2465106.500000000, A.D. 2037-Feb-17 00:00:00.0000,  3.239725421342841E-01,  5.104091686959774E+00, -2.846195004363733E-02,
2465120.500000000, A.D. 2037-Mar-03 00:00:00.0000,  2.171305667185358E-01,  5.114605966143375E+00, -2.611537426822107E-02,
2465134.500000000, A.D. 2037-Mar-17 00:00:00.0000,  1.101940361354566E-01,  5.122906562641383E+00, -2.375749449437014E-02,
2465148.500000000, A.D. 2037-Mar-31 00:00:00.0000,  3.209057768000732E-03,  5.128996636332310E+00, -2.138935448308540E-02,
2465162.500000000, A.D. 2037-Apr-14 00:00:00.0000, -1.037777888913454E-01,  5.132880420476829E+00, -1.901198876387051E-02,
2465176.500000000, A.D. 2037-Apr-28 00:00:00.0000, -2.107199027852607E-01,  5.134562638949793E+00, -1.662643180879073E-02,
2465190.500000000, A.D. 2037-May-12 00:00:00.0000, -3.175712487529140E-01,  5.134048356269250E+00, -1.423374008305215E-02,
2465204.500000000, A.D. 2037-May-26 00:00:00.0000, -4.242867357752024E-01,  5.131343526202930E+00, -1.183498021209330E-02,
2465218.500000000, A.D. 2037-Jun-09 00:00:00.0000, -5.308219841209604E-01,  5.126455555980561E+00, -9.431205646242540E-03,
2465232.500000000, A.D. 2037-Jun-23 00:00:00.0000, -6.371327165912247E-01,  5.119393314705624E+00, -7.023451944336231E-03,
2465246.500000000, A.D. 2037-Jul-07 00:00:00.0000, -7.431743581328374E-01,  5.110166779773079E+00, -4.612741262887697E-03,
2465260.500000000, A.D. 2037-Jul-21 00:00:00.0000, -8.489023813535453E-01,  5.098786489831117E+00, -2.200082397913082E-03,
2465274.500000000, A.D. 2037-Aug-04 00:00:00.0000, -9.542728925807482E-01,  5.085263201626501E+00,  2.135045550732655E-04,
2465288.500000000, A.D. 2037-Aug-18 00:00:00.0000, -1.059243060708040E+00,  5.069608304770002E+00,  2.626991562250404E-03,
2465302.500000000, A.D. 2037-Sep-01 00:00:00.0000, -1.163770972542930E+00,  5.051834422750830E+00,  5.039364755155996E-03,
2465316.500000000, A.D. 2037-Sep-15 00:00:00.0000, -1.267815026730925E+00,  5.031955527165664E+00,  7.449632940676119E-03,
2465330.500000000, A.D. 2037-Sep-29 00:00:00.0000, -1.371333391530886E+00,  5.009986595190058E+00,  9.856817211630106E-03,
2465344.500000000, A.D. 2037-Oct-13 00:00:00.0000, -1.474284170206139E+00,  4.985943131519259E+00,  1.225995233129978E-02,
2465358.500000000, A.D. 2037-Oct-27 00:00:00.0000, -1.576625994558216E+00,  4.959840722623286E+00,  1.465806440545313E-02,
2465372.500000000, A.D. 2037-Nov-10 00:00:00.0000, -1.678318517850091E+00,  4.931695333828205E+00,  1.705016514353428E-02,
2465386.500000000, A.D. 2037-Nov-24 00:00:00.0000, -1.779322416358394E+00,  4.901523975458443E+00,  1.943527333651534E-02,
2465400.500000000, A.D. 2037-Dec-08 00:00:00.0000, -1.879598861578249E+00,  4.869344985649163E+00,  2.181243018186759E-02,
2465414.500000000, A.D. 2037-Dec-22 00:00:00.0000, -1.979108936590489E+00,  4.835177759502606E+00,  2.418069109523335E-02,
2465428.500000000, A.D. 2038-Jan-05 00:00:00.0000, -2.077813629357454E+00,  4.799042328983636E+00,  2.653912628068815E-02,
2465442.500000000, A.D. 2038-Jan-19 00:00:00.0000, -2.175674439401220E+00,  4.760958866418123E+00,  2.888680834833186E-02,
2465456.500000000, A.D. 2038-Feb-02 00:00:00.0000, -2.272653934220180E+00,  4.720947793523479E+00,  3.122279957980955E-02,
2465470.500000000, A.D. 2038-Feb-16 00:00:00.0000, -2.368715888385569E+00,  4.679030410006987E+00,  3.354617095114071E-02,
2465484.500000000, A.D. 2038-Mar-02 00:00:00.0000, -2.463824840553480E+00,  4.635229260097423E+00,  3.585602159587935E-02,
2465498.500000000, A.D. 2038-Mar-16 00:00:00.0000, -2.557945483989020E+00,  4.589567895678901E+00,  3.815147379292957E-02,
2465512.500000000, A.D. 2038-Mar-30 00:00:00.0000, -2.651042459617770E+00,  4.542070426603924E+00,  4.043166585024874E-02,
2465526.500000000, A.D. 2038-Apr-13 00:00:00.0000, -2.743080885810344E+00,  4.492761002221229E+00,  4.269574663547566E-02,
2465540.500000000, A.D. 2038-Apr-27 00:00:00.0000, -2.834026938621860E+00,  4.441663731613422E+00,  4.494285535738699E-02,
2465554.500000000, A.D. 2038-May-11 00:00:00.0000, -2.923848071859172E+00,  4.388803277383565E+00,  4.717213370502082E-02,
2465568.500000000, A.D. 2038-May-25 00:00:00.0000, -3.012512636663442E+00,  4.334205356507083E+00,  4.938274705375333E-02,
2465582.500000000, A.D. 2038-Jun-08 00:00:00.0000, -3.099989243183245E+00,  4.277896646157371E+00,  5.157388508095097E-02,
2465596.500000000, A.D. 2038-Jun-22 00:00:00.0000, -3.186246380262005E+00,  4.219904363705638E+00,  5.374474922294534E-02,
2465610.500000000, A.D. 2038-Jul-06 00:00:00.0000, -3.271252807254296E+00,  4.160255810929547E+00,  5.589455313785423E-02,
2465624.500000000, A.D. 2038-Jul-20 00:00:00.0000, -3.354978186619236E+00,  4.098978151902030E+00,  5.802250283256720E-02,
2465638.500000000, A.D. 2038-Aug-03 00:00:00.0000, -3.437393415725650E+00,  4.036098923954767E+00,  6.012780222788634E-02,
2465652.500000000, A.D. 2038-Aug-17 00:00:00.0000, -3.518470381797306E+00,  3.971646625087642E+00,  6.220967663344829E-02,
2465666.500000000, A.D. 2038-Aug-31 00:00:00.0000, -3.598181372365246E+00,  3.905650741883742E+00,  6.426738078576132E-02,
2465680.500000000, A.D. 2038-Sep-14 00:00:00.0000, -3.676498630454102E+00,  3.838141321735596E+00,  6.630018496628648E-02,
2465694.500000000, A.D. 2038-Sep-28 00:00:00.0000, -3.753394603186786E+00,  3.769148528883803E+00,  6.830737563113172E-02,
2465708.500000000, A.D. 2038-Oct-12 00:00:00.0000, -3.828842635317493E+00,  3.698702296505077E+00,  7.028824091850701E-02,
2465722.500000000, A.D. 2038-Oct-26 00:00:00.0000, -3.902817393716841E+00,  3.626832683934048E+00,  7.224206737527920E-02,
2465736.500000000, A.D. 2038-Nov-09 00:00:00.0000, -3.975294730493907E+00,  3.553570507078613E+00,  7.416816205203741E-02,
2465750.500000000, A.D. 2038-Nov-23 00:00:00.0000, -4.046251095707539E+00,  3.478947498163679E+00,  7.606586504064197E-02,
2465764.500000000, A.D. 2038-Dec-07 00:00:00.0000, -4.115662988877063E+00,  3.402995914346406E+00,  7.793453605662028E-02,
2465778.500000000, A.D. 2038-Dec-21 00:00:00.0000, -4.183506970335153E+00,  3.325748093703881E+00,  7.977354777429455E-02,
2465792.500000000, A.D. 2039-Jan-04 00:00:00.0000, -4.249760319404375E+00,  3.247236068295774E+00,  8.158227785298565E-02,
2465806.500000000, A.D. 2039-Jan-18 00:00:00.0000, -4.314401524895155E+00,  3.167491765468503E+00,  8.336009707944013E-02,
2465820.500000000, A.D. 2039-Feb-01 00:00:00.0000, -4.377410265428382E+00,  3.086547669644803E+00,  8.510638798479596E-02,
2465834.500000000, A.D. 2039-Feb-15 00:00:00.0000, -4.438766885631870E+00,  3.004437131916262E+00,  8.682056190972355E-02,
2465848.500000000, A.D. 2039-Mar-01 00:00:00.0000, -4.498451833698741E+00,  2.921194074694552E+00,  8.850205137576524E-02,
2465862.500000000, A.D. 2039-Mar-15 00:00:00.0000, -4.556445520833407E+00,  2.836852538124906E+00,  9.015029759942964E-02,
2465876.500000000, A.D. 2039-Mar-29 00:00:00.0000, -4.612728939777342E+00,  2.751446303090528E+00,  9.176475079580307E-02,
2465890.500000000, A.D. 2039-Apr-12 00:00:00.0000, -4.667284274465747E+00,  2.665008930002652E+00,  9.334485646639960E-02,
2465904.500000000, A.D. 2039-Apr-26 00:00:00.0000, -4.720095015697233E+00,  2.577574393762342E+00,  9.489007052375363E-02,
2465918.500000000, A.D. 2039-May-10 00:00:00.0000, -4.771145516786746E+00,  2.489177502217097E+00,  9.639988082666912E-02,
2465932.500000000, A.D. 2039-May-24 00:00:00.0000, -4.820420407055369E+00,  2.399853683666092E+00,  9.787380638036869E-02,
2465946.500000000, A.D. 2039-Jun-07 00:00:00.0000, -4.867904300134865E+00,  2.309638472314748E+00,  9.931137950773639E-02,
2465960.500000000, A.D. 2039-Jun-21 00:00:00.0000, -4.913582249293370E+00,  2.218567102828111E+00,  1.007121463872550E-01,
2465974.500000000, A.D. 2039-Jul-05 00:00:00.0000, -4.957440419296660E+00,  2.126674374008148E+00,  1.020756528423728E-01,
2465988.500000000, A.D. 2039-Jul-19 00:00:00.0000, -4.999466291675397E+00,  2.033995190353048E+00,  1.034014497494798E-01,
2466002.500000000, A.D. 2039-Aug-02 00:00:00.0000, -5.039648289268415E+00,  1.940565085327383E+00,  1.046891141678192E-01,
2466016.500000000, A.D. 2039-Aug-16 00:00:00.0000, -5.077975164201568E+00,  1.846420153976084E+00,  1.059382533549957E-01,
2466030.500000000, A.D. 2039-Aug-30 00:00:00.0000, -5.114435602838999E+00,  1.751596564716706E+00,  1.071484853850398E-01,
2466044.500000000, A.D. 2039-Sep-13 00:00:00.0000, -5.149018494205568E+00,  1.656130180569102E+00,  1.083194355857642E-01,
2466058.500000000, A.D. 2039-Sep-27 00:00:00.0000, -5.181713660973326E+00,  1.560056372371983E+00,  1.094507292456607E-01,
2466072.500000000, A.D. 2039-Oct-11 00:00:00.0000, -5.212512185928118E+00,  1.463410472411745E+00,  1.105419904470104E-01,
2466086.500000000, A.D. 2039-Oct-25 00:00:00.0000, -5.241406152286112E+00,  1.366228400195492E+00,  1.115928645555349E-01,
2466100.500000000, A.D. 2039-Nov-08 00:00:00.0000, -5.268388052891837E+00,  1.268546745968494E+00,  1.126030295300347E-01,
2466114.500000000, A.D. 2039-Nov-22 00:00:00.0000, -5.293450348993527E+00,  1.170402313781974E+00,  1.135721812025931E-01,
2466128.500000000, A.D. 2039-Dec-06 00:00:00.0000, -5.316585574765194E+00,  1.071831679558495E+00,  1.145000230195411E-01,
2466142.500000000, A.D. 2039-Dec-20 00:00:00.0000, -5.337787094508310E+00,  9.728709336542655E-01,  1.153862662218350E-01,
2466156.500000000, A.D. 2040-Jan-03 00:00:00.0000, -5.357049578312369E+00,  8.735559488417706E-01,  1.162306228501123E-01,
2466170.500000000, A.D. 2040-Jan-17 00:00:00.0000, -5.374368869713782E+00,  7.739230113821617E-01,  1.170328249571215E-01,
2466184.500000000, A.D. 2040-Jan-31 00:00:00.0000, -5.389741423937613E+00,  6.740090147164112E-01,  1.177926394049788E-01,
2466198.500000000, A.D. 2040-Feb-14 00:00:00.0000, -5.403163804303182E+00,  5.738510624715785E-01,  1.185098574010903E-01,
2466212.500000000, A.D. 2040-Feb-28 00:00:00.0000, -5.414632595526546E+00,  4.734859655781179E-01,  1.191842755490604E-01,
2466226.500000000, A.D. 2040-Mar-13 00:00:00.0000, -5.424145045190071E+00,  3.729499746029852E-01,  1.198156982172397E-01,
2466240.500000000, A.D. 2040-Mar-27 00:00:00.0000, -5.431699633583690E+00,  2.722789153767328E-01,  1.204039281437837E-01,
2466254.500000000, A.D. 2040-Apr-10 00:00:00.0000, -5.437296023841305E+00,  1.715088345426711E-01,  1.209487800045922E-01,
2466268.500000000, A.D. 2040-Apr-24 00:00:00.0000, -5.440934521384949E+00,  7.067634353720496E-02,  1.214500984950050E-01,
2466282.500000000, A.D. 2040-May-08 00:00:00.0000, -5.442615518940820E+00, -3.018166000713903E-02,  1.219077542931447E-01,
2466296.500000000, A.D. 2040-May-22 00:00:00.0000, -5.442339292890334E+00, -1.310285283993690E-01,  1.223216218496840E-01,
2466310.500000000, A.D. 2040-Jun-05 00:00:00.0000, -5.440106515945226E+00, -2.318281506473802E-01,  1.226915802195565E-01,
2466324.500000000, A.D. 2040-Jun-19 00:00:00.0000, -5.435918977002862E+00, -3.325449317771322E-01,  1.230175082480150E-01,
2466338.500000000, A.D. 2040-Jul-03 00:00:00.0000, -5.429779698049024E+00, -4.331432035002433E-01,  1.232992926586114E-01,
2466352.500000000, A.D. 2040-Jul-17 00:00:00.0000, -5.421692498412708E+00, -5.335867632564087E-01,  1.235368495875988E-01,
2466366.500000000, A.D. 2040-Jul-31 00:00:00.0000, -5.411661436259413E+00, -6.338390375224712E-01,  1.237301278932258E-01,
2466380.500000000, A.D. 2040-Aug-14 00:00:00.0000, -5.399690531537258E+00, -7.338636432719962E-01,  1.238790882766313E-01,
2466394.500000000, A.D. 2040-Aug-28 00:00:00.0000, -5.385784096804780E+00, -8.336247485545988E-01,  1.239836968791366E-01,
2466408.500000000, A.D. 2040-Sep-11 00:00:00.0000, -5.369947508217618E+00, -9.330871444649192E-01,  1.240439261377917E-01,
2466422.500000000, A.D. 2040-Sep-25 00:00:00.0000, -5.352187433084801E+00, -1.032215778586915E+00,  1.240597550081854E-01,
2466436.500000000, A.D. 2040-Oct-09 00:00:00.0000, -5.332511442191746E+00, -1.130975214500155E+00,  1.240311886391034E-01,
2466450.500000000, A.D. 2040-Oct-23 00:00:00.0000, -5.310927398763007E+00, -1.229329666110750E+00,  1.239582651524023E-01,
2466464.500000000, A.D. 2040-Nov-06 00:00:00.0000, -5.287443083812200E+00, -1.327243523290933E+00,  1.238410370491796E-01,
2466478.500000000, A.D. 2040-Nov-20 00:00:00.0000, -5.262066341080929E+00, -1.424681780886818E+00,  1.236795546090047E-01,
2466492.500000000, A.D. 2040-Dec-04 00:00:00.0000, -5.234805847002764E+00, -1.521610126136456E+00,  1.234738711938258E-01,
2466506.500000000, A.D. 2040-Dec-18 00:00:00.0000, -5.205671512085940E+00, -1.617994566203749E+00,  1.232240404248268E-01,
2466520.500000000, A.D. 2041-Jan-01 00:00:00.0000, -5.174674211640566E+00, -1.713800798745007E+00,  1.229301345189182E-01,
2466534.500000000, A.D. 2041-Jan-15 00:00:00.0000, -5.141825199694986E+00, -1.808994081928865E+00,  1.225922572912443E-01,
2466548.500000000, A.D. 2041-Jan-29 00:00:00.0000, -5.107135694050027E+00, -1.903539672201319E+00,  1.222105332566079E-01,
2466562.500000000, A.D. 2041-Feb-12 00:00:00.0000, -5.070616896977817E+00, -1.997403332453450E+00,  1.217850862316778E-01,
2466576.500000000, A.D. 2041-Feb-26 00:00:00.0000, -5.032280695569508E+00, -2.090551472112394E+00,  1.213160460495431E-01,
2466590.500000000, A.D. 2041-Mar-12 00:00:00.0000, -4.992140242065987E+00, -2.182950921024788E+00,  1.208035478585010E-01,
2466604.500000000, A.D. 2041-Mar-26 00:00:00.0000, -4.950209804988339E+00, -2.274568329737860E+00,  1.202477459448095E-01,
2466618.500000000, A.D. 2041-Apr-09 00:00:00.0000, -4.906504202404619E+00, -2.365369952271321E+00,  1.196488295934008E-01,
2466632.500000000, A.D. 2041-Apr-23 00:00:00.0000, -4.861038320195815E+00, -2.455322033987178E+00,  1.190070166226782E-01,
2466646.500000000, A.D. 2041-May-07 00:00:00.0000, -4.813827010713118E+00, -2.544391409166791E+00,  1.183225275740347E-01,
2466660.500000000, A.D. 2041-May-21 00:00:00.0000, -4.764885627500733E+00, -2.632545719007294E+00,  1.175955843098552E-01,
2466674.500000000, A.D. 2041-Jun-04 00:00:00.0000, -4.714230723341132E+00, -2.719753265970990E+00,  1.168264126146940E-01,
2466688.500000000, A.D. 2041-Jun-18 00:00:00.0000, -4.661880018146392E+00, -2.805982427671158E+00,  1.160152491920793E-01,
2466702.500000000, A.D. 2041-Jul-02 00:00:00.0000, -4.607851853235921E+00, -2.891201275938440E+00,  1.151623593027534E-01,
2466716.500000000, A.D. 2041-Jul-16 00:00:00.0000, -4.552164638709757E+00, -2.975377811099266E+00,  1.142680362953361E-01,
2466730.500000000, A.D. 2041-Jul-30 00:00:00.0000, -4.494836655565795E+00, -3.058480541415541E+00,  1.133325782417463E-01,
2466744.500000000, A.D. 2041-Aug-13 00:00:00.0000, -4.435886422739915E+00, -3.140478771124143E+00,  1.123562779721064E-01,
2466758.500000000, A.D. 2041-Aug-27 00:00:00.0000, -4.375333479101315E+00, -3.221342491786257E+00,  1.113394326751769E-01,
2466772.500000000, A.D. 2041-Sep-10 00:00:00.0000, -4.313198534837896E+00, -3.301041869480760E+00,  1.102823478460307E-01,
2466786.500000000, A.D. 2041-Sep-24 00:00:00.0000, -4.249503015022031E+00, -3.379546767567278E+00,  1.091853561758680E-01,
2466800.500000000, A.D. 2041-Oct-08 00:00:00.0000, -4.184268501092857E+00, -3.456826870768021E+00,  1.080488232572597E-01,
2466814.500000000, A.D. 2041-Oct-22 00:00:00.0000, -4.117516487263250E+00, -3.532852261595082E+00,  1.068731293638878E-01,
2466828.500000000, A.D. 2041-Nov-05 00:00:00.0000, -4.049268623442448E+00, -3.607593850066687E+00,  1.056586504044109E-01,
2466842.500000000, A.D. 2041-Nov-19 00:00:00.0000, -3.979547505280306E+00, -3.681023331066577E+00,  1.044057694258626E-01,
2466856.500000000, A.D. 2041-Dec-03 00:00:00.0000, -3.908377011803221E+00, -3.753112779090213E+00,  1.031148793494370E-01,
2466870.500000000, A.D. 2041-Dec-17 00:00:00.0000, -3.835781910211133E+00, -3.823834113687396E+00,  1.017863984925618E-01,
2466884.500000000, A.D. 2041-Dec-31 00:00:00.0000, -3.761787242561450E+00, -3.893159097344967E+00,  1.004207792652357E-01,
$$EOE
**************************************************************************************************************************
Coordinate system description:

 Ecliptic at the standard reference epoch

   Reference epoch: J2000.0
   X-Y plane: adopted Earth orbital plane at the reference epoch
              Note: obliquity of 84381.448 arcseconds (IAU76) wrt ICRF equator
   X-axis   : ICRF
   Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
              of Earth's north pole at the reference epoch.

 Symbol meaning [1 au= 149597870.700 km, 1 day= 86400.0 s]:

   JDTDB    Julian Day Number, Barycentric Dynamical Time
     X      X-component of position vector (au)
     Y      Y-component of position vector (au)
     Z      Z-component of position vector (au)

Geometric states/elements have no aberrations applied.


Computations by ...
    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA
    Information  : https://ssd.jpl.nasa.gov/
    Documentation: https://ssd.jpl.nasa.gov/?horizons_doc
    Connect      : https://ssd.jpl.nasa.gov/?horizons (browser)
                   telnet ssd.jpl.nasa.gov 6775       (command-line)
                   e-mail command interface available
                   Script and CGI interfaces available
    Author       : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
